image_id,product_id,brand,product_name,bpom_id,image_url,image_path,source_url,source_domain,marketplace,listing_url,listing_title,seller_name,review_url,review_rating,review_text,review_date,evidence_keyword,evidence_level,evidence_score,label,ocr_text,ocr_brand_score,ocr_product_name_score,ocr_size_match,ocr_bpom_id,bpom_match_status,md5_hash,phash,download_status,rejection_reason,source_type,search_query,width,height,file_size,downloaded_at
2996ae790c95,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://medias.watsons.com.my/publishing/WTCMY-1028975-alt1-zoom.jpg?version=1763834417,,https://www.watsons.com.my/facerinna-salicylic-acid-acne-toner-100ml/p/BP_1028975,www.watsons.com.my,watsons.com.my,,,,,,,,,,,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://medias.watsons.com.my/publishing/WTCMY-1028975-alt1-zoom.jpg?version=1763834417,genuine,FACERINNA Salicylic Acid Acne Toner official website,,,,2026-08-15T14:30:30.365188+00:00
6b24f8255c19,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://www.tiktok.com/api/img/?itemId=7658485012190285076&location=0&aid=1988,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"I've seen fake versions of this product going around... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://www.tiktok.com/api/img/?itemId=7658485012190285076&location=0&aid=1988,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:30:45.201915+00:00
954fa050bd18,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/owaGBf80CiVuIYTLrD1wiA21IjIqAdxKQAjDBC~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=%2Fxxxjfum0Ui6CL6yzYb0SM8x1vs%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"I've seen fake versions of this product going around... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/owaGBf80CiVuIYTLrD1wiA21IjIqAdxKQAjDBC~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=%2Fxxxjfum0Ui6CL6yzYb0SM8x1vs%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:30:54.555807+00:00
c9f116f5b44b,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/o8jRDEg8QsqGy5EuQBVU0cF5naYe3BfughA87u~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=zSQjjMObf20jqSQ2Uju%2FZWaY71s%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"I've seen fake versions of this product going around... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/o8jRDEg8QsqGy5EuQBVU0cF5naYe3BfughA87u~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=zSQjjMObf20jqSQ2Uju%2FZWaY71s%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:05.312041+00:00
e0ccdb96f83e,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oYGv4QLQGMYaECRpAIe1AfFmkLey6TDIDJij38~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=HrwOTJuWbrJlrOasqryPOsNVFbc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"I've seen fake versions of this product going around... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oYGv4QLQGMYaECRpAIe1AfFmkLey6TDIDJij38~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=HrwOTJuWbrJlrOasqryPOsNVFbc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:14.593903+00:00
0ecce6d206ba,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oEER9HEA8AU0F9crEO6xfhgIDfATFBAvxCAqvQ~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=axf%2BT7mwlNYGmgefMPEx%2Bkw%2F3ak%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"I've seen fake versions of this product going around... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oEER9HEA8AU0F9crEO6xfhgIDfATFBAvxCAqvQ~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=axf%2BT7mwlNYGmgefMPEx%2Bkw%2F3ak%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:25.410628+00:00
f0710c77c004,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oUBPIqWB1YlEE3FRnlQEeQAcF0gfoCl6hYHQsD~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=yDkZFMaWWdwoysScm81TICIYvaA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"I've seen fake versions of this product going around... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oUBPIqWB1YlEE3FRnlQEeQAcF0gfoCl6hYHQsD~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=yDkZFMaWWdwoysScm81TICIYvaA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:35.007869+00:00
812a75860423,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/o4wUehfRAAAxAjW9AIFSYT4Dnf1SE8EEDIEBgQ~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=yr%2BmOd5bSqcpWcAM1g2XCG%2BMVjQ%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"I've seen fake versions of this product going around... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/o4wUehfRAAAxAjW9AIFSYT4Dnf1SE8EEDIEBgQ~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=yr%2BmOd5bSqcpWcAM1g2XCG%2BMVjQ%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:45.996692+00:00
fc0a21339341,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/o44qISQa1EOACAA3WBFizA1iIQBAmXACCwfCoU~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=kOOYEdhx%2FZ43%2FqoVVqa0RdI%2B5E0%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"I've seen fake versions of this product going around... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/o44qISQa1EOACAA3WBFizA1iIQBAmXACCwfCoU~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=kOOYEdhx%2FZ43%2FqoVVqa0RdI%2B5E0%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:58.093342+00:00
985bbd3d77d4,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oMlHEO7AYBA7QzAGAii8AI1AACVwlBABIPfwMi~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=DcBy06mZYaQ79qoFnpIIv0wwM4w%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"I've seen fake versions of this product going around... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oMlHEO7AYBA7QzAGAii8AI1AACVwlBABIPfwMi~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=DcBy06mZYaQ79qoFnpIIv0wwM4w%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:32:07.337738+00:00
062399a730a4,FACERINNA_SALICYLIC_ACID_ACNE_TONER_NA18250107096,FACERINNA,Salicylic Acid Acne Toner,NA18250107096,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oABeoCuB1Ao8i2nii43sAAIhCAvNPBbwAIID84~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=3GI9feYCGYIDxrnlaniE8pfVr7A%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"I've seen fake versions of this product going around... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oABeoCuB1Ao8i2nii43sAAIhCAvNPBbwAIID84~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=3GI9feYCGYIDxrnlaniE8pfVr7A%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:32:16.812982+00:00
ef004799f455,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://medias.watsons.com.my/publishing/WTCMY-1028963-alt1-zoom.jpg?version=1763832009,,https://www.watsons.com.my/facerinna-ceramide-b5-balancing-toner-100ml/p/BP_1028963,www.watsons.com.my,watsons.com.my,,,,,,,,,,,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://medias.watsons.com.my/publishing/WTCMY-1028963-alt1-zoom.jpg?version=1763832009,genuine,FACERINNA Ceramide B5 Balancing Toner official,,,,2026-08-15T14:30:07.575750+00:00
7919e81e3f39,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://medias.watsons.com.my/publishing/WTCMY-1028963-alt3-zoom.jpg?version=1763832010,,https://www.watsons.com.my/facerinna-ceramide-b5-balancing-toner-100ml/p/BP_1028963,www.watsons.com.my,watsons.com.my,,,,,,,,,,,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://medias.watsons.com.my/publishing/WTCMY-1028963-alt3-zoom.jpg?version=1763832010,genuine,FACERINNA Ceramide B5 Balancing Toner official,,,,2026-08-15T14:30:17.141178+00:00
31d29a406da3,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://medias.watsons.com.my/publishing/WTCMY-1028963-swatch-zoom.jpg?version=1763832012,,https://www.watsons.com.my/facerinna-ceramide-b5-balancing-toner-100ml/p/BP_1028963,www.watsons.com.my,watsons.com.my,,,,,,,,,,,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://medias.watsons.com.my/publishing/WTCMY-1028963-swatch-zoom.jpg?version=1763832012,genuine,FACERINNA Ceramide B5 Balancing Toner official,,,,2026-08-15T14:30:26.478838+00:00
cec82bce981e,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3795284993090569870,,https://www.instagram.com/p/DSrj5zTiEkw/,www.instagram.com,instagram.com,,,,,,,,,,,rejected,,,,,,,,,failed,"not_an_image (content-type=text/html; charset=""utf-8"")",genuine,FACERINNA Ceramide B5 Balancing Toner official,,,,2026-08-15T14:30:35.812400+00:00
15cf52fbac1e,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://medias.watsons.com.my/publishing/WTCMY-1028963-front-ZTh95E7J-zoom.png?version=1776326054,,https://www.watsons.com.my/facerinna-ceramide-b5-balancing-toner-100ml/p/BP_1028963,www.watsons.com.my,watsons.com.my,,,,,,,,,,,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://medias.watsons.com.my/publishing/WTCMY-1028963-front-ZTh95E7J-zoom.png?version=1776326054,genuine,FACERINNA Ceramide B5 Balancing Toner official,,,,2026-08-15T14:30:38.136766+00:00
e524b7dcd27b,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://medias.watsons.com.my/publishing/WTCMY-1028963-alt2-zoom.jpg?version=1763832015,,https://www.watsons.com.my/facerinna-ceramide-b5-balancing-toner-100ml/p/BP_1028963,www.watsons.com.my,watsons.com.my,,,,,,,,,,,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://medias.watsons.com.my/publishing/WTCMY-1028963-alt2-zoom.jpg?version=1763832015,genuine,FACERINNA Ceramide B5 Balancing Toner official website,,,,2026-08-15T14:30:50.375742+00:00
ccbce2d09e85,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://www.tiktok.com/api/img/?itemId=7658485012190285076&location=0&aid=1988,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"Just a quick PSA: I've seen fake versions of this product going ... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://www.tiktok.com/api/img/?itemId=7658485012190285076&location=0&aid=1988,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:04.744500+00:00
a2941c3cae68,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/owaGBf80CiVuIYTLrD1wiA21IjIqAdxKQAjDBC~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=%2Fxxxjfum0Ui6CL6yzYb0SM8x1vs%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"Just a quick PSA: I've seen fake versions of this product going ... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/owaGBf80CiVuIYTLrD1wiA21IjIqAdxKQAjDBC~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=%2Fxxxjfum0Ui6CL6yzYb0SM8x1vs%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:14.297214+00:00
2d330562bd88,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/o8jRDEg8QsqGy5EuQBVU0cF5naYe3BfughA87u~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=zSQjjMObf20jqSQ2Uju%2FZWaY71s%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"Just a quick PSA: I've seen fake versions of this product going ... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/o8jRDEg8QsqGy5EuQBVU0cF5naYe3BfughA87u~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=zSQjjMObf20jqSQ2Uju%2FZWaY71s%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:25.167199+00:00
a6a4424075d3,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oYGv4QLQGMYaECRpAIe1AfFmkLey6TDIDJij38~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=HrwOTJuWbrJlrOasqryPOsNVFbc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"Just a quick PSA: I've seen fake versions of this product going ... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oYGv4QLQGMYaECRpAIe1AfFmkLey6TDIDJij38~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=HrwOTJuWbrJlrOasqryPOsNVFbc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:34.914359+00:00
7946f02207ae,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oEER9HEA8AU0F9crEO6xfhgIDfATFBAvxCAqvQ~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=axf%2BT7mwlNYGmgefMPEx%2Bkw%2F3ak%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"Just a quick PSA: I've seen fake versions of this product going ... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oEER9HEA8AU0F9crEO6xfhgIDfATFBAvxCAqvQ~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=axf%2BT7mwlNYGmgefMPEx%2Bkw%2F3ak%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:45.942944+00:00
2c8cd6f958c1,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oUBPIqWB1YlEE3FRnlQEeQAcF0gfoCl6hYHQsD~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=yDkZFMaWWdwoysScm81TICIYvaA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"Just a quick PSA: I've seen fake versions of this product going ... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oUBPIqWB1YlEE3FRnlQEeQAcF0gfoCl6hYHQsD~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=yDkZFMaWWdwoysScm81TICIYvaA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:31:55.317130+00:00
12f076a8b8f4,FACERINNA_CERAMIDE_B5_BALANCING_TONER_NA18250107683,FACERINNA,Ceramide B5 Balancing Toner,NA18250107683,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/o4wUehfRAAAxAjW9AIFSYT4Dnf1SE8EEDIEBgQ~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=yr%2BmOd5bSqcpWcAM1g2XCG%2BMVjQ%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,www.tiktok.com,tiktok.com,,,,,,"Just a quick PSA: I've seen fake versions of this product going ... Just a quick PSA: I've seen fake versions of this product going around, so always make sure you're getting it from the official store ...",,fake,MODERATE_EVIDENCE,3.0,rejected,,,,,,,,,failed,download_failed_after_3_retries: 403 Client Error: Forbidden for url: https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/o4wUehfRAAAxAjW9AIFSYT4Dnf1SE8EEDIEBgQ~tplv-tiktokx-origin.image?dr=9636&x-expires=1785898800&x-signature=yr%2BmOd5bSqcpWcAM1g2XCG%2BMVjQ%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=55bbe6a9&idc=useast8,counterfeit_evidence,https://www.tiktok.com/@itsryanwoo/video/7658485012190285076,,,,2026-08-15T14:32:06.116780+00:00
